REGIAO,UF,MUNICIPIO,REVENDA,CNPJ,LOGRADOURO,NUMERO,COMPLEMENTO,BAIRRO,CEP,PRODUTO,DT_COLETA,VL_VENDA,VL_COMPRA,UN_MEDIDA,BANDEIRA
S,RS,SAO GABRIEL,LEANDRO ALTAIR MARQUES LOPES, 03.343.636/0001-24,RUA WOLMER NORBERTO PORCIUNCULA,286,,BOM FIM,97300-000,GLP,05/07/2021,89,,R$ / 13 kg,LIQUIGÁS
SE,SP,PAULINIA,RHS COMERCIO E TRANSPORTE LTDA - ME, 07.135.034/0001-32,AVENIDA ANTONIO BATISTA PIVA,1535,,JD. MONTE ALEGRE IV,13140-000,GLP,05/07/2021,85,,R$ / 13 kg,BRANCA
SE,SP,MAUA,DOM LUCIANO COMERCIO DE GAS LTDA, 05.525.531/0001-11,RUA REMO LUIZ CORRADINI,98,,JARDIM ZAIRA,09321-440,GLP,05/07/2021,85.99,,R$ / 13 kg,BRANCA
SE,SP,PIRACICABA,FERRARI GAS LTDA, 07.867.322/0001-81,AVENIDA LARANJAL PAULISTA,874,,CAMPESTRE,13401-630,GLP,05/07/2021,88,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,PAULINIA,DISTRIBUIDORA DE GAS MAIORAL LTDA, 06.327.475/0001-73,RUA TENENTE ALBERTO MENDES JÚNIOR,41-A,,CENTRO,13140-000,GLP,05/07/2021,84.99,,R$ / 13 kg,CONSIGAZ
NE,BA,GUANAMBI,SOUZAGÁS DISTRIBUIDORA DE GÁS SOUZA LTDA., 33.986.647/0001-93,RUA BARÃO DE MACAÚBAS,220,,VOMITAMEL,46430-000,GLP,05/07/2021,85,,R$ / 13 kg,LIQUIGÁS
S,RS,SANTA ROSA,ANGST COMERCIO DE GAS EIRELI, 04.582.455/0001-13,RUA DOUTOR FRANCISCO TIMM,2595,,TIMBAUVA,98781-404,GLP,05/07/2021,95,,R$ / 13 kg,BRANCA
SE,SP,GUARULHOS,SERIGÁS COMÉRCIO DE GÁS LTDA. - ME., 07.236.678/0001-17,RUA PAULO CASTALDELLI,202,,PQ. CONTINENTAL,07077-060,GLP,05/07/2021,95,,R$ / 13 kg,ULTRAGAZ
CO,GO,ANAPOLIS,H. A. UNIGAS LTDA - ME, 05.889.139/0001-51,AVENIDA SEBASTIÃO PEDRO JUNQUEIRA,2151,LOJA 01,VILA FORMOSA I ETAPA,75100-130,GLP,05/07/2021,95,,R$ / 13 kg,BRANCA
SE,MG,UNAI,PRIMAVERA GAS E AGUA LTDA, 23.982.036/0001-13,RUA DORES DO INDAIA,351,,FLORESTA,38610-000,GLP,05/07/2021,105,,R$ / 13 kg,LIQUIGÁS
SE,SP,SUMARE,COMÉRCIO DE GÁS MELQUIDES LTDA., 02.119.267/0001-28,AVENIDA EMÍLIO BOSCO,714,,MATÃO,13180-000,GLP,05/07/2021,84.99,,R$ / 13 kg,BRANCA
S,RS,TORRES,MARLENE ZORZI CAVALLI, 08.044.735/0001-29,RUA INÁCIO S. DE MATOS,279,,CENTRO,95560-000,GLP,05/07/2021,85,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,RIBEIRAO PIRES,CLARICE MARIA DA SILVA GÁS - ME, 05.245.787/0001-75,RUA FRANCISCO TOMETICH,964,,PONTE SECA,09412-190,GLP,05/07/2021,90,,R$ / 13 kg,BRANCA
NE,MA,IMPERATRIZ,J.P. DE SOUSA & CIA LTDA - ME, 08.290.267/0001-72,AVENIDA INDUSTRIAL,509,,SANTA RITA,65919-230,GLP,05/07/2021,90,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,SP,MAUA,GRAZIGABI COMÉRCIO DE GÁS LTDA., 05.208.907/0001-64,AVENIDA PRESIDENTE CASTELO BRANCO,1364,,JARDIM ZAIRA,09321-370,GLP,05/07/2021,92,,R$ / 13 kg,ULTRAGAZ
SE,SP,VOTORANTIM,FRANCISCO DE OLIVEIRA VOTORANTIM, 62.485.388/0001-15,AVENIDA GINO GORI,450,,JARDIM ARAUJO,18114-455,GLP,05/07/2021,88,,R$ / 13 kg,COPAGAZ
SE,SP,VOTORANTIM,VERONILDO APARECIDO DE SOUZA GÁS ME., 03.495.816/0001-21,RUA DOZE,151,,JARDIM TATIANA,18112-610,GLP,05/07/2021,90,,R$ / 13 kg,ULTRAGAZ
S,RS,PELOTAS,LAZARO AMARAL COUTO, 06.221.019/0001-44,RUA ALVARO CHAVES,25,,CENTRO,96010-760,GLP,05/07/2021,85,,R$ / 13 kg,LIQUIGÁS
SE,SP,HORTOLANDIA,RITA DE CASSIA CANDIDO RODRIGUES GAS - ME, 02.190.935/0001-03,RUA ANTONIO FERNANDES LEITE,820,,JD SANTA ISABEL,13185-230,GLP,05/07/2021,84.99,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,SP,BRAGANCA PAULISTA,ANGELO MARCOS TITANELLI, 05.820.412/0001-91,RUA DR ANTONIO DA CRUZ,37,,CENTRO,12900-351,GLP,05/07/2021,87.99,,R$ / 13 kg,BRANCA
SE,SP,ITAPECERICA DA SERRA,ADALTON CARNEIRO, 08.107.457/0001-01,RUA JAPAO,84,,PARQUE PARAISO,06852-500,GLP,05/07/2021,85,,R$ / 13 kg,BRANCA
SE,SP,VOTORANTIM,IVAREZ HONORIO DE SOUZA - ME, 08.403.944/0001-11,RUA ANTONIO ROCHA CAMARGO,129,,VILA DOMINGUES,18116-475,GLP,05/07/2021,95,,R$ / 13 kg,BRANCA
SE,SP,PARAGUACU PAULISTA,SIMONE DE FREITAS INACIO - ME., 04.019.860/0001-28,RUA MARIA PAULA GAMBIER COSTA,415,,CENTRO,19700-000,GLP,05/07/2021,97,,R$ / 13 kg,ULTRAGAZ
SE,SP,VOTORANTIM,MAVIGAS COMÉRCIO DE GÁS LTDA. - ME, 05.228.742/0001-92,RUA   ANTONIO SOARES DA SILVA,26,,JARDIM NOVO MUNDO,18119-090,GLP,05/07/2021,93,,R$ / 13 kg,ULTRAGAZ
NE,PB,JOAO PESSOA,EDER FONSECA SOUZA, 05.131.773/0001-20,RUA ABDON MILANEZ,175,,CASTELO BRANCO,58050-370,GLP,05/07/2021,91,,R$ / 13 kg,LIQUIGÁS
SE,SP,CATANDUVA,SUPERMERCADO ANTUNES LTDA., 54.265.970/0005-71,RUA GUAPORE,291,,VILA LUNARDELLI,18005-095,GLP,05/07/2021,94.9,,R$ / 13 kg,BRANCA
SE,SP,SANTO ANDRE,SUPERGASMOTTOS DISTRIBUIDORA DE GAS LTDA, 07.997.410/0001-06,RUA LUIS DE CAMOES,172,,SACADURA CABRAL,09060-710,GLP,05/07/2021,82,,R$ / 13 kg,BRANCA
S,PR,PARANAGUA,FREITAS DO NASCIMENTO COMERCIO DE GAS E AGUA LTDA., 07.969.018/0001-45,RUA MANOEL CORREA,2102,,PALMITAL,83206-030,GLP,05/07/2021,77,,R$ / 13 kg,BRANCA
SE,SP,GUARULHOS,EDF COMERCIO DE GAS LTDA - ME, 07.460.044/0001-43,R NANCY DA SILVA CABRAL,612,,PARQUE CONTINENTAL II,07084-130,GLP,05/07/2021,89.99,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,DIADEMA,ORLANDO BEZERRA DA SILVA GAS, 08.199.665/0001-88,RUA DAS AMEIXEIRAS,856,,CANHEMA,09940-400,GLP,05/07/2021,92,,R$ / 13 kg,BRANCA
SE,SP,COTIA,ATAGÁS COMÉRCIO DE GÁS LTDA. ME., 74.319.450/0001-88,RUA IRMÃ LEONOR DE SÃO JOSÉ,150,,ATALAIA,06700-610,GLP,05/07/2021,86.99,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,SP,GUARULHOS,COMERCIO DE GAS VITORIA LTDA, 08.033.769/0001-18,AVENIDA GUARULHOS,3190,,VILA VENDITTI,07030-000,GLP,05/07/2021,90,,R$ / 13 kg,BRANCA
NE,BA,SALVADOR,RAFAEL ALMEIDA DOS SANTOS EIRELI, 07.312.060/0001-99,RUA NOVA CONSTITUINTE,115-A,,PERIPERI,40720-250,GLP,05/07/2021,75,,R$ / 13 kg,LIQUIGÁS
SE,SP,SAO CARLOS,CAROLINA MARIA ZANNI COSTA - ME., 69.171.981/0001-36,RUA GIPSY GARCIA FERREIRA,270,,JD. DAS TORRES,13560-970,GLP,05/07/2021,92,,R$ / 13 kg,ULTRAGAZ
SE,SP,VOTORANTIM,JOSÉ ANTÔNIO DE LIMA & CIA LTDA ME, 03.446.555/0001-50,RUA CLARICE BELINE DEVELIS,196,,JARDIM CLARICE I,18116-610,GLP,05/07/2021,90,,R$ / 13 kg,ULTRAGAZ
SE,SP,PARAGUACU PAULISTA,KLEBER VALENTIM DA SILVA - ME., 08.199.954/0001-87,RUA CASTRO ALVES,197,,BARRA FUNDA,19700-000,GLP,05/07/2021,97,,R$ / 13 kg,LIQUIGÁS
SE,SP,DIADEMA,IMPERIO COMERCIO DE GAS E AGUA LTDA ME, 07.158.567/0001-30,RUA ORENSE,426,,CENTRO,09920-710,GLP,05/07/2021,89.99,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,TATUI,PETERSON GALVAO SANTOS, 07.859.529/0002-95,RUA CAPITÃO LISBOA,12,,CENTRO,18270-070,GLP,05/07/2021,93,,R$ / 13 kg,BRANCA
S,RS,SANTA CRUZ DO SUL,ISERGAS PRESTADORA DE SERVICOS LTDA, 02.735.524/0001-56,RODOVIA BR-471,SN,KM    141.650,VARZEA,96814-000,GLP,05/07/2021,93,,R$ / 13 kg,BRANCA
SE,SP,PARAGUACU PAULISTA,LUIZ OTAVIO DE OLIVEIRA - ME, 08.461.086/0001-61,RUA PEDRO AMBRÓZIO,1256,,JARDIM TENIS CLUBE,19700-000,GLP,05/07/2021,97,,R$ / 13 kg,ULTRAGAZ
SE,MG,JOAO PINHEIRO,M & M SOUZA GAS LTDA, 07.818.308/0001-98,RUA ANTONIO GASPAR ESTEVES,203,,PRIMAVERA,38770-000,GLP,05/07/2021,95,,R$ / 13 kg,BRANCA
SE,SP,SUMARE,EL. B. COMÉRCIO DE GÁS LTDA. ME., 04.161.721/0001-34,AVENIDA MINASA,1080,,VILA SAN MARTIN,13180-400,GLP,05/07/2021,84.99,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,SP,SAO VICENTE,SANTOS E OLIVEIRA COMÉRCIO DE EQUIPAMENTOS E GLP LTDA., 06.095.024/0001-58,AVENIDA MARTINS FONTES,1132,,CATIAPOÃ,11390-200,GLP,05/07/2021,82.99,,R$ / 13 kg,CONSIGAZ
SE,SP,ITAPECERICA DA SERRA,DOUGLAS APARECIDO DA COSTA GÁS ME., 08.434.690/0001-07,RUA   ALMERINDO PEREIRA BUENO,169,,JARDIM NISALVES,06871-030,GLP,05/07/2021,84.99,,R$ / 13 kg,SUPERGASBRAS ENERGIA
N,PA,SANTAREM,SANTINO A. F. DOS SANTOS, 08.471.772/0001-13,AVENIDA MUIRAQUITA,1968,ANEXO,LIVRAMENTO,68010-260,GLP,05/07/2021,90,,R$ / 13 kg,FOGAS
SE,SP,DIADEMA,M & W RODRIGÁS DISTRIBUIDORA DE GÁS E BEBIDAS EM GERAL LTDA - ME, 06.888.461/0001-29,RUA PORTUGAL,160,,JARDIM DAS NAÇÕES,09940-030,GLP,05/07/2021,92,,R$ / 13 kg,BRANCA
NE,PI,TERESINA,M & M COMÉRCIO LTDA - ME, 08.260.563/0001-20,RUA SÃO JOÃO DO PIAUI,2380,,SÃO PEDRO,64018-280,GLP,05/07/2021,100,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,SP,CAMPINAS,AILTON BOLOGNESI DE MELO - ME, 03.977.497/0001-90,AVENIDA JOHN BOYD DUNLOP,4765,,CIDADE SATELITE IRIS,13059-000,GLP,05/07/2021,85,,R$ / 13 kg,LIQUIGÁS
SE,SP,LINS,BARBOZA - COMERCIO  DE GAS LTDA - ME, 05.851.805/0001-62,RUA DOUTOR  ARNALDO BASTOS,232,,LABATE,16400-553,GLP,05/07/2021,90,,R$ / 13 kg,BRANCA
SE,SP,AMPARO,LONER COMERCIO DE GAS LIQUEFEITO LTDA, 05.601.929/0001-90,AVENIDA ITALIA,315,,JD CAMANDOCAIA,13905-170,GLP,05/07/2021,92,,R$ / 13 kg,BRANCA
SE,SP,CATANDUVA,TELEGÁS CATANDUVA COMÉRCIO DE GÁS LTDA - ME., 03.877.799/0001-97,RUA CAMPINAS,393,,VILA MOTTA,15804-095,GLP,05/07/2021,85,,R$ / 13 kg,SUPERGASBRAS ENERGIA
NE,PE,ARARIPINA,PARNAGÁS COMÉRCIO DE GÁS LTDA ME, 07.176.395/0001-27,R SANTANA,496,,ALTO BOA VISTA,56280-000,GLP,05/07/2021,93,,R$ / 13 kg,BAHIANA
SE,SP,HORTOLANDIA,J.O. BRAMBILLA ME, 03.954.097/0001-60,RUA BENEDITO LEITE,915,,JD. NOSSA SENHORA DE FÁTIMA,13185-483,GLP,05/07/2021,93,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,LEME,CHAMA GÁS LEME COMÉRCIO DE GÁS LTDA. - ME., 08.003.343/0001-11,RUA   ALVARO PACHECO SILVEIRA,95,,VILA SANTUCCI,13614-170,GLP,05/07/2021,90,,R$ / 13 kg,BRANCA
SE,SP,SOROCABA,LOSPERTEC COMÉRCIO E SERVIÇOS DE GLP LTDA., 08.409.734/0001-30,RUA DURVALINO ROSA FERNANDES,65,,JARDIM SOROCABA,18078-807,GLP,05/07/2021,85,,R$ / 13 kg,CONSIGAZ
S,RS,PELOTAS,CICICLIA GARCIA SILVEIRA ME, 00.745.104/0001-25,RUA TIRADENTES,1065,,BAIRRO BALSA,96040-160,GLP,05/07/2021,85,,R$ / 13 kg,LIQUIGÁS
NE,BA,SALVADOR,HILDA VOLPATO SANSON, 05.664.102/0001-25,AVENIDA AFRANIO PEIXOTO,48,,PRAIA GRANDE,40720-690,GLP,05/07/2021,85,,R$ / 13 kg,BAHIANA
SE,MG,UBERLANDIA,GAS VASCONCELOS LTDA., 07.811.232/0001-79,RUA PROFESSOR EUDOXIO CASASSANTA PEREIRA,315,,CARAJAS,38408-526,GLP,05/07/2021,95,,R$ / 13 kg,BRANCA
SE,SP,MAUA,TODO VAPOR COMERCIO DE GAS LTDA - ME, 08.733.110/0001-74,RUA ANGELO BERTUCHI,63,TÉRREO,VILA NOVA MAUÁ,09390-620,GLP,05/07/2021,85.99,,R$ / 13 kg,NACIONAL GÁS BUTANO
N,AM,MANAUS,PEREIRA E GOMES LTDA, 07.656.075/0001-74,RUA BARRO AMARELO,44,CONJ   RES CIDADE NOVA 2        ETAPA,CIDADE NOVA,69094-300,GLP,05/07/2021,100,,R$ / 13 kg,FOGAS
N,PA,SANTAREM,S. PEREIRA LIMA COMERCIAL - ME, 05.046.010/0001-81,RUA DOS TAMÓIOS,620,,DIAMANTINO,68020-540,GLP,05/07/2021,90,,R$ / 13 kg,FOGAS
SE,SP,GUARULHOS,HAPPY GÁS LTDA. ME, 05.608.938/0002-93,RUA JAIME DOS SANTOS AUGUSTO FILHO,200,,JARDIM PALMEIRA,70750-000,GLP,05/07/2021,87.99,,R$ / 13 kg,BRANCA
S,PR,PARANAGUA,MARCOS ANTÔNIO ALVES, 08.546.317/0001-30,AVENIDA BENTO MUNHOZ DA ROCHA NETO,4028,,PARQUE SÃO JOÃO,83212-000,GLP,05/07/2021,80,,R$ / 13 kg,SUPERGASBRAS ENERGIA
NE,RN,MOSSORO,VAREJAO L B LTDA, 04.987.374/0002-84,RUA ADOLFO RODRIGUES,SN,,ALTO DE SAO MANOEL,59631-260,GLP,05/07/2021,90,,R$ / 13 kg,NACIONAL GÁS BUTANO
N,TO,GURUPI,SOUSA E FERNANDES LTDA., 08.304.377/0001-46,AVENIDA ALAGOAS,1586,,CENTRO,77402-970,GLP,05/07/2021,100,,R$ / 13 kg,LIQUIGÁS
SE,SP,PRAIA GRANDE,M.C. BRAZ - REVENDA DE GAS (GLP) LTDA - ME, 08.218.601/0001-87,AVENIDA IRMÃOS ADORNO,298,,SITIO DO CAMPO,11725-320,GLP,05/07/2021,88,,R$ / 13 kg,ULTRAGAZ
CO,GO,APARECIDA DE GOIANIA,SUPERMERCADO EVOLUÇÃO LTDA., 06.106.585/0001-05,RUA DA DIVISA,S/N,QD 15 LTS 11 E 21,PARQUE TRINDADE II,74947-100,GLP,05/07/2021,95,,R$ / 13 kg,LIQUIGÁS
NE,PE,SANTA CRUZ DO CAPIBARIBE,COMERCIAL DE GÁS LIMA LTDA., 09.120.282/0001-35,AVENIDA BELA VISTA,1090,1102,BELA VISTA,55190-000,GLP,05/07/2021,90,,R$ / 13 kg,BAHIANA
SE,SP,ITU,GASMAIS COMERCIO DE GAS ITU EIRELLI ME, 01.355.595/0001-60,AVENIDA CAETANO RUGGIERI,3273,,VL. SÃO JOSÉ,13311-440,GLP,05/07/2021,90,,R$ / 13 kg,CONSIGAZ
SE,SP,MAUA,ROSENILDO PARNAIBA NETO - ME., 05.580.830/0001-59,RUA ADILSON DIAS DE SOUSA,1660,CASA 01,JARDIM ZAIRA,09321-410,GLP,05/07/2021,85,,R$ / 13 kg,COPAGAZ
SE,MG,UBERABA,M.G.A COMERCIO DE GAS LTDA, 09.162.887/0001-99,RUA DOUTOR JOSE MARIA DOS REIS,252,,ESTADOS UNIDOS,38080-001,GLP,05/07/2021,85,,R$ / 13 kg,ULTRAGAZ
SE,MG,BELO HORIZONTE,VAMAG COMERCIAL DE GÁS LTDA - ME, 06.083.979/0001-95,RUA ILHA DE MALTA,526,,SÃO GABRIEL,31980-390,GLP,05/07/2021,95,,R$ / 13 kg,BRANCA
S,RS,PORTO ALEGRE,ALTAIR TRISCH, 09.168.509/0001-12,RUA PRIMEIRO DE SETEMBRO,1112,,SAO JOSE,91520-540,GLP,05/07/2021,92.9,,R$ / 13 kg,ULTRAGAZ
SE,SP,SAO BERNARDO DO CAMPO,SELECTA COMÉRCIO DE GÁS LTDA. ME., 05.136.087/0001-42,RUA PEDRO SECOL,104,,PARQUE SELECTA,09791-620,GLP,05/07/2021,86.99,,R$ / 13 kg,NACIONAL GÁS BUTANO
NE,PB,CAMPINA GRANDE,COMERCIO SHOPPING DO GAS EIRELI, 08.977.947/0001-69,RUA CONSUL JOSEPH NOUJAIM HABIB NACAD,1830,,CATOLE,58410-260,GLP,05/07/2021,88,,R$ / 13 kg,BAHIANA
SE,SP,PIRACICABA,MARIA MARGARETE SPAZZIANI COLLIASO PIRACICABA - ME, 04.656.196/0001-28,AVENIDA RAPOSO TAVARES,897,,PAULICÉIA,13401-542,GLP,05/07/2021,95,,R$ / 13 kg,ULTRAGAZ
SE,SP,DIADEMA,VITÓRIA DE DIADEMA - COMÉRCIO DE GÁS E ÁGUA LTDA ME, 09.065.262/0001-09,RUA VINTE E SETE DE MARÇO,788,,JARDIM CANHEMA,09941-450,GLP,05/07/2021,92.99,,R$ / 13 kg,ULTRAGAZ
N,PA,SANTAREM,A. RAYANE DA SILVA AGUIAR- ME, 09.176.627/0001-72,RUA DA TRINDADE,263,,ESPERANÇA,68030-210,GLP,05/07/2021,88,,R$ / 13 kg,BRANCA
SE,SP,TATUI,MIRIAN DE JESUS SOARES TATUI, 05.799.738/0001-84,RUA OSORIO DE CAMPOS,15,,JDM.STA.RITA DE CASSIA,18274-260,GLP,05/07/2021,92.99,,R$ / 13 kg,BRANCA
SE,SP,MAUA,GRAZIELE DOS SANTOS GARCIA GÁS - ME., 08.916.727/0001-25,AVENIDA PRESIDENTE CASTELO BRANCO,2628,,JARDIM ZAIRA,09321-375,GLP,05/07/2021,92,,R$ / 13 kg,ULTRAGAZ
SE,SP,EMBU DAS ARTES,JJGD DISTRIBUIDORA DE GAS E AGUA LTDA, 09.221.265/0001-94,AVENIDA ROTARY,2.573,,PARQUE LUIZA,06816-100,GLP,05/07/2021,84.99,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,MAUA,J.T.J. COMÉRCIO DE GÁS E SIMILARES LTDA - ME., 09.266.463/0001-74,RUA BRÁS CUBAS,349,A,VILA BOCAINA,09310-730,GLP,05/07/2021,90,,R$ / 13 kg,ULTRAGAZ
SE,SP,ITAPECERICA DA SERRA,PARAIGAS LTDA. ME., 74.279.472/0001-61,AVENIDA DOS ITAPECERICANOS,156,,CENTRO,06850-140,GLP,05/07/2021,90,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,MG,LEOPOLDINA,ALCIDES BADORO MONTES E CIA LTDA., 06.263.077/0001-30,RUA FUNCHAL GARCIA,360,B,SÃO CRISTÓVÃO,36700-000,GLP,05/07/2021,85,,R$ / 13 kg,SUPERGASBRAS ENERGIA
S,PR,CURITIBA,MAIA COMERCIO DE AGUA E GAS LTDA, 09.291.771/0001-50,RUA DOUTOR SATILAS DO AMARAL CAMARGO,550,,TINGUI,82620-265,GLP,05/07/2021,87,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,MAUA,FRANCISCO LUCENA ROCHA MAIA - ME., 09.043.875/0001-45,RUA   CLAUDIO SAVIETTO,165,,JARDIM ZAIRA,09320-450,GLP,05/07/2021,85.99,,R$ / 13 kg,BRANCA
SE,RJ,DUQUE DE CAXIAS,GGTF COMÉRCIO TRASNPORTE E DISTRIBUIDORA DE GÁS LTDA., 05.079.193/0001-31,AVENIDA LEANDRO MOTA,815B,,VILA SAO LUIS,25060-170,GLP,05/07/2021,79.99,,R$ / 13 kg,SUPERGASBRAS ENERGIA
S,RS,PELOTAS,IVAN BRAGA MARQUES, 08.330.130/0001-02,RUA LAZARO ZAMENHOF,411,,NOSSA SENHORA DE FATIMA,96075-120,GLP,05/07/2021,84,,R$ / 13 kg,NGC DISTRIBUIDORA
SE,SP,PRAIA GRANDE,CAMILA RAMOS BRAZ - GLP - ME, 07.871.595/0001-08,AVENIDA DOS TRABALHADORES,1374,,JARDIM APRAZIVEL,11724-190,GLP,05/07/2021,88,,R$ / 13 kg,ULTRAGAZ
NE,PB,CAMPINA GRANDE,AGNALDO DE BRITO, 09.008.993/0001-12,RUA JOAO ALBUQUERQUE SANTIAGO,235A,,CATOLE,58105-085,GLP,05/07/2021,90,,R$ / 13 kg,NACIONAL GÁS BUTANO
NE,AL,DELMIRO GOUVEIA,EDILEUZA HENRIQUE DE BARROS, 01.865.331/0001-57,RUA RUI BARBOSA,334,,CENTRO,57480-000,GLP,05/07/2021,85,,R$ / 13 kg,NACIONAL GÁS BUTANO
NE,BA,ITABUNA,J A B FARIAS & CIA LTDA., 07.789.412/0001-00,AV MANOEL SOUZA CHAVES,2640,,SAO CAETANO,45607-144,GLP,05/07/2021,88,,R$ / 13 kg,BAHIANA
SE,SP,ARARAQUARA,MARLI VALERIA GONÇALVES - ME, 09.174.569/0001-48,AV PRESIDENTE VARGAS,2.579,,JARDIM QUITANDINHA,14800-006,GLP,05/07/2021,100,,R$ / 13 kg,ULTRAGAZ
SE,MG,MANHUACU,LIDER GAS ATACADO LTDA, 04.640.337/0001-14,RUA PROJETADA,S/Nº,,PONTE DA ALDEIA,36900-000,GLP,05/07/2021,85,,R$ / 13 kg,SUPERGASBRAS ENERGIA
NE,BA,GUANAMBI,NITEROI GÁS LTDA - ME, 09.943.651/0001-90,RUA NITERÓI,68,A,SÃO JOÃO,46430-000,GLP,05/07/2021,85,,R$ / 13 kg,LIQUIGÁS
SE,ES,GUARAPARI,GABRIEL DE OLIVEIRA SILVA, 07.918.323/0001-08,ROD. JONES DOS SANTOS NEVES,S/N,LOJA 01,MUQUICABA,29215-002,GLP,05/07/2021,78.99,,R$ / 13 kg,BRANCA
SE,SP,GUARULHOS,GUARUGAS COMERCIO DE GLP LTDA - ME, 09.405.729/0001-12,AVENIDA JULIO PRESTES,825,,VILA GALVAO,07063-010,GLP,05/07/2021,84.99,,R$ / 13 kg,CONSIGAZ
SE,SP,MAUA,LUZ DIVINA COMERCIO DE GAS LTDA, 08.490.116/0001-68,RUA JOSE POLIDORO,349,,JARDIM SANTA LIDIA,09310-610,GLP,05/07/2021,90,,R$ / 13 kg,BRANCA
NE,RN,MOSSORO,PEDRO DE OLIVEIRA MONTEIRO & CIA LTDA, 08.128.738/0001-40,AV. PRESIDENTE DUTRA,1538,,SÃO MANOEL,59631-000,GLP,05/07/2021,90,,R$ / 13 kg,LIQUIGÁS
SE,RJ,SAO JOAO DE MERITI,SUMARE DE SAO JOAO DE MERITI REVENDEDORA DE GAS LTDA., 08.864.594/0001-90,AVENIDA MIGUEL COUTO,1055,LT 01 - QD 04,VILA LAIS,25580-440,GLP,05/07/2021,80,,R$ / 13 kg,BRANCA
NE,BA,GUANAMBI,GRUPO A COMERCIO DE COMBUSTIVEIS LTDA, 07.151.358/0002-45,AVENIDA BARÃO DO RIO BRANCO,1800,,SÃO FRANCISCO,46430-000,GLP,05/07/2021,85,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,SP,MAUA,GONDO & GONDO COMÉRCIO DE GÁS LTDA ME, 10.317.728/0001-03,AVENIDA  PORTUGAL,400,,JARDIM PILAR,09370-000,GLP,05/07/2021,90,,R$ / 13 kg,CONSIGAZ
SE,MG,IPATINGA,FM COMÉRCIO E TRANSPORTES LTDA., 08.849.822/0001-53,RUA FILISTEU,247,,BETHANIA,35164-053,GLP,05/07/2021,85,,R$ / 13 kg,BRANCA
SE,RJ,BELFORD ROXO,APS GÁS DE REALENGO TRANSPORTE E COMÉRCIO LTDA., 08.470.567/0001-33,ESTRADA DO CABRAL,210,LOJA,PAULINE,26160-000,GLP,05/07/2021,79,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,RJ,MARICA,MARCOS R DOS ANJOS REVENDEDORA DE GAS - ME, 06.025.790/0001-46,ESTRADA DE ITAIPUAÇU,S/N,LT 28 - QD. 611,ITAIPUAÇU,24900-000,GLP,05/07/2021,73.99,,R$ / 13 kg,ULTRAGAZ
S,RS,TORRES,COELHO GÁS LTDA - ME, 01.069.993/0001-10,AV CASTELO BRANCO,325,SALA 01,IGRA NORTE,95560-000,GLP,05/07/2021,86.99,,R$ / 13 kg,LIQUIGÁS
NE,PE,SANTA CRUZ DO CAPIBARIBE,HENRIQUE SOARES DA SILVA, 04.977.234/0001-44,RUA MANOEL MONTEIRO PAIXÃO,515,,MALAQUIAS CARDOSO,55190-000,GLP,05/07/2021,90,,R$ / 13 kg,BAHIANA
SE,MG,BELO HORIZONTE,CURRAL DEL REI COMERCIO DE GAS LTDA, 09.523.608/0001-75,AVENIDA DEPUTADO  ULTIMO DE CARVALHO,846,,PLANALTO,31730-600,GLP,05/07/2021,84.99,,R$ / 13 kg,ULTRAGAZ
SE,MG,UBA,ZEMARIO ERVILHA CARDOSO, 10.407.027/0001-57,AVENIDA SENADOR LEVINDO COELHO,477,,ANTONINA COELHO,36506-230,GLP,05/07/2021,89,,R$ / 13 kg,NACIONAL GÁS BUTANO
S,RS,PELOTAS,COMERCIO DE COMBUSTÍVEIS JF & FILHOS LTDA., 09.333.338/0001-30,AVENIDA FERREIRA VIANA,424,,AREAL,96085-000,GLP,05/07/2021,90,,R$ / 13 kg,ULTRAGAZ
SE,SP,TATUI,NILTON SARAIVA DA SILVA JUNIOR - ME, 07.018.169/0001-18,RUA PREFEITO  ANTONIO TRICTA JUNIOR,116,,VILA DOUTOR LAURINDO,18271-640,GLP,05/07/2021,93,,R$ / 13 kg,BRANCA
NE,BA,GUANAMBI,TOPGÁS DISTRIBUIDOR DE GÁS LTDA, 10.366.965/0001-56,AVENIDA SANTOS DUMONT,1235,DEPÓSITO,LOTEAMENTO MUNICIPAL,46430-000,GLP,05/07/2021,85,,R$ / 13 kg,NACIONAL GÁS BUTANO
